MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
1518454,2013,Auger Mine No 29,Kentucky (East),Lawrence,Temporarily closed,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339", ,Appalachia Central,5871,3,1683,8.67778025606
1518691,2013,No. 41 Auger S/N 41,Kentucky (East),Lawrence,Temporarily closed,Surface,Independent Producer Operator,Mine only,"K-Jac Energy, Inc.","P.O. Box 1384, Paintsville, KY 41240", ,Appalachia Central,9160,3,2461,9.12260145767
1518829,2013,Cam Creek Mine,Kentucky (East),Lawrence,Active,Surface,Independent Producer Operator,Mine only,Kentucky Energy Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,14569,9,9695,9.58665126265
1519467,2013,Mine No. 3,Kentucky (East),Lawrence,Active,Surface,Independent Producer Operator,Mine only,Roadway Unlimited Llc,"28729 Amber Lea Lane, Catlettsburg, KY 41230", ,Appalachia Central,21026,10,15127,9.95351504614
1519509,2013,No 7,Kentucky (East),Lawrence,Active,Underground,Independent Producer Operator,Mine only,Coalburg Enterprises Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,336061,51,126651,12.7250479701
1519609,2013,Ridgeline Coal Llc Job #4,Kentucky (East),Lawrence,Active,Surface,Independent Producer Operator,Mine only,Ridgeline Coal Llc,"853 Crestwood Drive, Prestonsburg, KY 41653", ,Appalachia Central,101971,12,34344,11.5324437381
1519660,2013,No. 7,Kentucky (East),Lawrence,Active,Surface,Independent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,146701,32,84872,11.8961517807
1519691,2013,Cam Creek 107,Kentucky (East),Lawrence,Permanently abandoned,Surface,Independent Producer Operator,Mine only,L C & C Energy Inc,"P.O. Box 97, Middlesboro, KY 40965", ,Appalachia Central,4717,7,2411,8.45892828328
1512753,2013,Calvary No 81,Kentucky (East),Leslie,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Co,"P.O. Box 47, Slemp, KY 41763", ,Appalachia Central,415418,119,242147,12.9370405212
1517746,2013,Thunder Ridge Mine,Kentucky (East),Leslie,Active,Surface,Operating Subsidiary,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701", ,Appalachia Central,286064,44,90853,12.563970841
1518376,2013,Beechfork Mine,Kentucky (East),Leslie,Active,Underground,Operating Subsidiary,Mine only,Bledsoe Coal Corp,"Route 2008 Box 351-A, Big Laurel, KY 40808", ,Appalachia Central,337205,91,207497,12.728446333
1519008,2013,Owls Nest Job #8,Kentucky (East),Leslie,Active,Surface,Independent Producer Operator,Mine only,B & W Resources Inc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,150622,17,42701,11.922528666
1519301,2013,Bear Branch,Kentucky (East),Leslie,Active,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,363409,35,106860,12.8032842007
1519384,2013,Oldhouse Branch,Kentucky (East),Leslie,Active,Underground,Independent Producer Operator,Mine only,Bledsoe Coal Corporation,"Rt. 2008 Box 351a, Big Laurel, KY 40808", ,Appalachia Central,197027,56,118642,12.1910960542
1519441,2013,Aces Branch Mine #9,Kentucky (East),Leslie,Active,Surface,Independent Producer Operator,Mine only,B & W Resources Inc,"300 Liperote Way, London, KY 40741", ,Appalachia Central,104220,11,25499,11.5542593285
1519550,2013,Begley Resources #1,Kentucky (East),Leslie,Temporarily closed,Surface,Independent Producer Operator,Mine only,"T & T Energy, Llc","P.O. Box 1433, London, KY 40743", ,Appalachia Central,152361,34,65027,11.934007984
1519679,2013,Army Trail #1,Kentucky (East),Leslie,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Noble Construction,"P.O. Box 1433, London, KY 40743", ,Appalachia Central,22182,15,19991,10.0070364282
1517965,2013,S-6 Little Creek,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,505321,36,108174,13.1329491499
1517993,2013,#7,Kentucky (East),Letcher,Active,Underground,Contractor,Mine only,Cheyenne Elkhorn Coal Co Inc,"5363 Collins Hwy, Pikeville, KY 41501", ,Appalachia Central,74535,21,54828,11.2190240927
1518323,2013,Doty Creek,Kentucky (East),Letcher,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,59199,29,12465,10.9886599288
1518340,2013,Mine No 4,Kentucky (East),Letcher,Permanently abandoned,Underground,Independent Producer Operator,Mine only,North Fork Coal Corporation,"P.O. Box 527, Benham, KY 40807", ,Appalachia Central,4530,23,18449,8.41847721848
1518481,2013,Sandlick No. 1,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,"Halco Services, Llc","282 Straight Fork Rd, Cornettsville, KY 41731", ,Appalachia Central,30882,7,10540,10.3379287689
1518566,2013,Auger Mine No 35,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339", ,Appalachia Central,11356,2,3373,9.33750151759
1518732,2013,Mine No 5,Kentucky (East),Letcher,Active,Underground,Operating Subsidiary,Mine only,North Fork Coal Corporation,"P.O. Box 527, Benham, KY 40807", ,Appalachia Central,314293,70,135191,12.6580809508
1518737,2013,No 29 Auger,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Bolling Excavating Llc,"P.O. Box 701, Pound, VA 24279", ,Appalachia Central,5295,2,502,8.57451825804
1518988,2013,Red Fox,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,"H & D Coal Co., Inc.","P.O. Box 490, Whitesburg, KY 41858", ,Appalachia Central,51448,22,46561,10.8483268678
1519181,2013,H-4,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,238499,13,32673,12.3821203964
1519252,2013,Mine No. 8,Kentucky (East),Letcher,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Hubble Mining Co. Llc,"P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,112378,29,34466,11.6296234677
1519327,2013,Mine #2,Kentucky (East),Letcher,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Clark Mining, Inc","P.O. Box 551, Cumberland, KY 40823", ,Appalachia Central,72512,23,51168,11.1915073444
1519532,2013,Access Energy,Kentucky (East),Letcher,Active,Underground,Independent Producer Operator,Mine only,Deane Mining Llc,"P.O. Box 1169, Pikeville, KY 41501", ,Appalachia Central,293401,53,144088,12.589295553
1519533,2013,Trace Fork 1,Kentucky (East),Letcher,Active,Underground,Independent Producer Operator,Mine only,Cumberland River Coal Company,"P.O. Box 109, Applachia, VA 24216", ,Appalachia Central,375524,82,207320,12.8360776629
1519577,2013,No 3,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,Mjk Mining Inc,"282 Straight Fork Rd, Cornettsville, KY 41731", ,Appalachia Central,28625,7,8496,10.2620357409
1519632,2013,Dogwood #5 Mine,Kentucky (East),Letcher,Temporarily closed,Underground,Contractor,Mine only,Old Dominion Energy Inc,"45 Stamper Lane, Pikeville, KY 41501", ,Appalachia Central,35430,9,13277,10.4753141979
1519641,2013,No. 2 Auger,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,"Black Pearl Resources, Llc","125 Locust Drive, Pikeville, KY 41501", ,Appalachia Central,2400,3,160,7.78322401634
1519663,2013,Ghm #56,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,Green Hill Mining Inc,"6109 S. Us Hwy 25, Corbin, KY 40701", ,Appalachia Central,33072,2,3497,10.4064422819
1519664,2013,Auger # 50,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Tackett & Edmonds Contracting,"9210 Elkhorn Creek Rd, Ashcamp, KY 41512", ,Appalachia Central,1560,2,475,7.35244110024
1519666,2013,Mine No 6,Kentucky (East),Letcher,Permanently abandoned,Underground,Operating Subsidiary,Mine only,North Fork Coal Corporation,"P.O. Box 527, Benham, KY 40807", ,Appalachia Central,51824,95,50925,10.8556086414
1519681,2013,1,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,Adams & Burke Contractors & De,"P.O. Box 84, Isom, KY 41824", ,Appalachia Central,47381,14,10496,10.7659765834
4609321,2013,No 34 Auger,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,Mjk Mining Inc,"3371 Mills St., North Bend, OH 45052", ,Appalachia Central,2131,2,480,7.6643466321
1518442,2013,Auger Mine No 28,Kentucky (East),Magoffin,Temporarily closed,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339", ,Appalachia Central,2058,2,538,7.62948991639
1518947,2013,Bull Creek Surface Mine,Kentucky (East),Magoffin,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839", ,Appalachia Central,786,2,227,6.66695679243
1519146,2013,Diablo West Surface,Kentucky (East),Magoffin,Active,Surface,Independent Producer Operator,Mine only,Licking River Mining Llc,"P.O. Box 637, West Liberty, KY 41472", ,Appalachia Central,861908,109,268579,13.6669038154
1519200,2013,No. 1,Kentucky (East),Magoffin,Active,Surface,Independent Producer Operator,Mine only,Middle Fork Development Servic,"P.O. Box 505, Staffordsvill, KY 41256", ,Appalachia Central,166596,19,45421,12.0233269988
1519459,2013,Right Oakley Surface,Kentucky (East),Magoffin,Active,Surface,Independent Producer Operator,Mine only,"Licking River Mining, Llc","P.O. Box 637, West Liberty, KY 41472", ,Appalachia Central,521834,55,143666,13.1651048086
4003398,2013,Shm-75,Kentucky (East),Magoffin,Active,Surface,Independent Producer Operator,Mine only,"Contract Highwall Mining, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,106138,9,15306,11.5724954132
1518326,2013,No 4,Kentucky (East),Martin,"Active, men working, not producing",Surface,Contractor,Mine only,Mayo Resources Inc,"Rte. 292, Lovely, KY 41231", ,Appalachia Central,182753,29,69237,12.1158907933
1518384,2013,#5,Kentucky (East),Martin,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,40,1,726,3.68887945411
1518575,2013,No. 1,Kentucky (East),Martin,Active,Underground,Contractor,Mine only,Matrix Energy Llc,"Rt. 292    P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,1431198,218,557560,14.1740224137
1518839,2013,Van Lear,Kentucky (East),Martin,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Revelation Energy, Llc","9462 Meathouse Rd, Pilgrim, KY 41250", ,Appalachia Central,751111,166,360519,13.5293087228
1519488,2013,No. 25,Kentucky (East),Martin,Active,Underground,Independent Producer Operator,Mine only,Eagle Coal Company Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,273727,59,134309,12.5198865383
1519557,2013,H-1,Kentucky (East),Martin,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,81971,8,27062,11.3141208052
1519566,2013,#6,Kentucky (East),Martin,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,162757,21,49797,12.0000135699
4609370,2013,Highwall Miner # 57,Kentucky (East),Martin,Active,Surface,Independent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,186083,23,53428,12.1339480897
1517741,2013,Paradise #9,Kentucky (West),Muhlenberg,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Kenamerican Resources Inc,"297a State Route 2551, Bremen, KY 42325", ,Illinois Basin,2418902,271,697868,14.6988242762
1518134,2013,Halls Creek Mine,Kentucky (West),Muhlenberg,Temporarily closed,Surface,Independent Producer Operator,Mine only,Oxford Mining Company-Kentucky,"3060 Cleaton Road, Central City, KY 42330", ,Illinois Basin,280287,23,39821,12.5435693572
1519358,2013,Parkway Mine,Kentucky (West),Muhlenberg,Active,Underground,Independent Producer Operator,Mine only,"Armstrong Coal Company, Inc.","407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,1347372,168,398460,14.1136665865
1519217,2013,Midway Mine,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,Armstrong Coal Company Inc.,"407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,1319848,108,230708,14.0930271364
1519344,2013,Equality,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,"Armstrong Coal Company, Inc.","407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,2704744,152,381156,14.8105178262
1519511,2013,Lewis Creek,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,"Armstrong Coal Co., Inc.","407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,927727,63,111344,13.7404927875
1519535,2013,Kronos Mine,Kentucky (West),Ohio,Active,Underground,Independent Producer Operator,Mine only,"Armstrong Coal Company, Inc.","Mantanzas Road, Centertown, KY 42323", ,Illinois Basin,2591159,262,643553,14.7676158239
1519555,2013,N.A.A.M. No. 21,Kentucky (West),Ohio,Temporarily closed,Surface,Independent Producer Operator,Mine only,"North American Auger Mining, I","P.O. Box 199, Conesville, OH 43811", ,Illinois Basin,27276,5,4250,10.2137624736
1519669,2013,Lewis Creek Underground Mine,Kentucky (West),Ohio,Active,Underground,Independent Producer Operator,Mine only,"Armstrong Coal Company, Inc.","407 Brown Road, Madisonville, KY 42431", ,Illinois Basin,618495,101,230390,13.3350443867
1519683,2013,P.Ridge Mine-South Pit,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366", ,Illinois Basin,26300,5,2932,10.1773242182
1503627,2013,#20 Strip Job,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,385126,38,98104,12.8613258325
1509636,2013,#77,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,235543,50,101867,12.369648766
1513936,2013,Frasure Creek Mine No 6,Kentucky (East),Perry,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Frasure Creek Mining, Llc.","4978 Teays Valley Rd, Scott Depot, WV 25560", ,Appalachia Central,9358,14,24808,9.14398687143
1516883,2013,Combs Branch Job,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,1373084,86,197426,14.1325698628
1517478,2013,#75,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 47, Slemp, KY 41763", ,Appalachia Central,248590,65,131193,12.423560232
1517497,2013,#68,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,434391,98,215139,12.9817003292
1518526,2013,Jakes Branch Job,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining L,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,315794,30,83307,12.6628453813
1518565,2013,E4-1,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Perry County Coal Corporation,"1845 South Ky Hwy 15, Hazard, KY 41701", ,Appalachia Central,435827,106,244572,12.9850006546
1518662,2013,E3-1,Kentucky (East),Perry,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Perry County Coal Corporation,"1845 S. Ky Hwy 15, Hazard, KY 41701", ,Appalachia Central,112428,41,99771,11.6300682957
1518738,2013,Buckeye Strip #1,Kentucky (East),Perry,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 189, Lackey, KY 41643", ,Appalachia Central,133039,43,92454,11.7983975973
1518769,2013,Blue Ridge Surface Mine,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Cumberland River Coal Company,"P.O. Box 109, Appalachia, VA 24216",Scotia Employees Association,Appalachia Central,4438,17,34771,8.39795910349
1518777,2013,Hazard Job #6,Kentucky (East),Perry,Permanently abandoned,Surface,Independent Producer Operator,Mine only,B & W Resources Inc.,"300 Liperote Way, London, KY 40741", ,Appalachia Central,8810,3,2774,9.08364271893
1518781,2013,Chavies Job #7,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,"B & W Resources, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,385229,49,117533,12.8615932416
1518966,2013,East Mac & Nellie,Kentucky (East),Perry,Active,Surface,Operating Subsidiary,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701", ,Appalachia Central,1148184,110,246175,13.9536921218
1518978,2013,Buckeye Highwall Miner,Kentucky (East),Perry,Temporarily closed,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 189, Lackey, KY 41643", ,Appalachia Central,164140,10,23502,12.0084750012
1519015,2013,E4-2,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Perry County Coal Corporation,"1845 S Ky Hwy 15, Hazard, KY 41701", ,Appalachia Central,895609,158,386188,13.7052592128
1519255,2013,Montgomery Creek,Kentucky (East),Perry,Active,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 189, Lackey, KY 41643", ,Appalachia Central,264514,47,105036,12.4856494589
1519419,2013,Noble Mine #2,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Noble Construction,"P.O. Box 83, Bulan, KY 41722", ,Appalachia Central,31546,12,21600,10.359202077
1519542,2013,Bear Branch Mine,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702", ,Appalachia Central,264061,17,44599,12.483935416
1519598,2013,Poundmill Mine No 90,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,298440,42,85253,12.6063241866
1519638,2013,Ben's Branch Mine,Kentucky (East),Perry,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702", ,Appalachia Central,413575,22,63834,12.9325941555
1508079,2013,Mine No 3,Kentucky (East),Pike,Permanently abandoned,Underground,Contractor,Mine only,Excel Mining Llc,"9462 Meathouse Rd, Pilgrim, KY 41250", ,Appalachia Central,278539,154,223183,12.5373133645
1515215,2013,#3,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Pike Floyd Mining, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,45051,20,32906,10.7155504603
1516855,2013,Stonecoal,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Coal Mining, Inc.","Box 345 Fisher Hollow, Printer, KY 41655", ,Appalachia Central,5893,8,4748,8.68152048484
1517789,2013,No 3,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,22800,5,7190,10.0345158149
1517799,2013,S-4 Netley Branch,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,24345,24,10624,10.1000817686
1517941,2013,No 2,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,296498,45,115270,12.599795752
1517979,2013,Mine No. 8,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,"Woodman Three Mine, Inc.","2412 Feds Creek Road, Steele, KY 41566", ,Appalachia Central,61149,13,35196,11.0210687878
1518015,2013,Bent Mtn,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839", ,Appalachia Central,179401,43,99410,12.0973788027
1518025,2013,S-15 Flag Knob,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc.","76 George Rd, Betsy Layne, KY 41605", ,Appalachia Central,23602,3,3954,10.0690867332
1518029,2013,No 2,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,C W Augering Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,56676,7,19087,10.9451061197
1518040,2013,No. 6,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,445611,58,165245,13.0072016531
1518280,2013,S-1 Hunts Branch,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,378157,36,102724,12.8430647323
1518363,2013,Bevins Branch Surface Mine,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Kentucky Fuel Corporation,"5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,366025,72,175436,12.8104569161
1518369,2013,Black Pearl Mining Inc No 3,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Black Pearl Mining Inc,"290 Big Shelby Creek, Jenkins, KY 41537", ,Appalachia Central,8597,8,10015,9.05916858417
1518381,2013,Taylor Fork Energy,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,Sidney Coal Company Inc,"P.O. Box 299, Sidney, KY 41564", ,Appalachia Central,370986,63,142066,12.823919605
1518436,2013,Mine No. 1,Kentucky (East),Pike,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Ranger Contracting,"P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,18373,10,8559,9.81863747462
1518570,2013,Bevins Branch #1,Kentucky (East),Pike,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,323293,48,121971,12.6863143118
1518626,2013,Mine No. 2,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Hubble Mining Company, Llc","P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,24715,8,18981,10.1151656257
1518713,2013,No 009,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,C W Augering Inc,"24044 State Hwy 194 East, Fedscreek, KY 41524", ,Appalachia Central,59876,8,20516,11.000031036
1518721,2013,Mine #23,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Mccoy Elkhorn Coal Corp.,"1148 Long Fork Road, Kimper, KY 41539", ,Appalachia Central,448883,87,175614,13.0145175537
1518775,2013,Mine #15,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Mccoy Elkhorn Coal Corp.,"1148 Longfork Rd, Kimper, KY 41539", ,Appalachia Central,337460,106,225376,12.7292022638
1518784,2013,Job #45,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Premier Elkhorn Coal Company,"6920 Ky Highway 610 W, Jenkins, KY 41537", ,Appalachia Central,151054,37,67612,11.9253926678
1518823,2013,Job #42,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Premier Elkhorn Coal Company,"6920 Hwy. 610 West, Myra, KY 41537", ,Appalachia Central,400510,40,105378,12.900494014
1518911,2013,Mine #28,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,330069,58,171750,12.7070570025
1518914,2013,Highwall Miner #1,Kentucky (East),Pike,Active,Surface,Contractor,Mine only,"Jrc Mining, Inc","P.O. Box 952, Hyden, KY 41749", ,Appalachia Central,67591,12,15486,11.1212301171
1518943,2013,Mine No 5,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,Falcon Coal Corporation,"P.O. Box 1247, Wise, VA 24293", ,Appalachia Central,84998,15,35686,11.3503830058
1518946,2013,Job #49,Kentucky (East),Pike,Active,Surface,Contractor,Mine only,Premier Elkhorn Coal Company,"Highway 610, Myra, KY 41549", ,Appalachia Central,152291,29,67472,11.9335484432
1519021,2013,Long Fork Mine,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Rhyno Corp Llc,"125 Locust Drive, Pikeville, KY 41501", ,Appalachia Central,12005,4,1633,9.39307850866
1519039,2013,Coal Hollow Mine,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Williams Bros. Coal Co., Inc.","258 Cantrell Road, Mouth Card, KY 41548", ,Appalachia Central,91118,19,28782,11.4199106488
1519094,2013,Center Creek Mine,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,C S & S Coal Corporation,"P.O. Box 1247, Wise, VA 24293", ,Appalachia Central,80416,16,40477,11.2949684403
1519097,2013,Process Energy,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,"Sidney Coal Company, Inc.","P.O. Box 299, Sidney, KY 41564", ,Appalachia Central,766591,133,302630,13.5497086917
1519140,2013,Auger No 1  Sn #11,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Mill Branch Processing Inc,"P.O. Box 100, Ashcamp, KY 41512", ,Appalachia Central,2245,1,163,7.71646080018
1519145,2013,No 8,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,118676,13,34819,11.6841523698
1519153,2013,#1 Mine,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Dynasty Mining Inc.,"1368 Powells Creek, Pikeville, KY 41501", ,Appalachia Central,70039,15,32978,11.1568075087
1519167,2013,S-10,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,399069,29,83656,12.8968896133
1519180,2013,M3 Energy,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,"Sidney Coal Company, Inc.","P.O. Box 299, Sidney, KY 41564", ,Appalachia Central,316117,52,115783,12.6638676772
1519196,2013,#1,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Freedom Coal, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,6884,9,6681,8.83695515733
1519199,2013,S-4 Calloway North,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,42712,13,28954,10.6622351902
1519208,2013,# 4,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Inspiration Resources Inc.,"P.O. Box 431, Hardy, KY 41531", ,Appalachia Central,59223,14,19376,10.9890652589
1519280,2013,No 4,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Cavalier Mineral Inc,"17339 River Drive Suite B, Vansant, VA 24656", ,Appalachia Central,112379,27,41962,11.6296323662
